layer,expert,count
16,74,1080
16,75,8940
16,76,764
16,77,5024
16,78,6629
16,79,6818
16,80,12659
16,81,3376
16,82,1242
16,83,3840
16,84,489
16,85,87
16,86,28
16,87,131
16,88,59
16,89,3481
16,90,6501
16,91,357
16,92,117
16,93,1306
16,94,3409
16,95,5
16,96,265
16,97,549
16,98,275
16,99,674
16,100,1143
16,101,13219
16,102,14814
16,103,1205
16,104,10
16,105,5422
16,106,853
16,107,7
16,108,8778
16,109,933
16,110,4376
16,111,1310
16,112,1780
16,113,603
16,114,13169
16,115,9205
16,116,42
16,117,3029
16,118,12
16,119,4350
16,120,1
16,121,5055
16,122,107
16,123,5887
16,124,5188
16,125,0
16,126,643
16,127,16823
17,0,5874
17,1,12514
17,2,6613
17,3,1147
17,4,321
17,5,7463
17,6,6311
17,7,2545
17,8,14
17,9,15431
17,10,12
17,11,3544
17,12,349
17,13,422
17,14,5657
17,15,4627
17,16,69
17,17,8469
17,18,7148
17,19,5404
17,20,5185
17,21,2229
17,22,869
17,23,107
17,24,227
17,25,82
17,26,1043
17,27,973
17,28,4
17,29,44
17,30,2941
17,31,7
17,32,6
17,33,323
17,34,767
17,35,3372
17,36,9531
17,37,4299
17,38,158
17,39,1045
17,40,264
17,41,650
17,42,4202
17,43,3
17,44,1150
17,45,7929
17,46,2870
17,47,442
17,48,445
17,49,2311
17,50,3779
17,51,426
17,52,1544
17,53,4475
17,54,1423
17,55,3027
17,56,3
17,57,3820
17,58,831
17,59,1235
17,60,4
17,61,6036
17,62,15044
17,63,1818
17,64,6166
17,65,7021
17,66,8775
17,67,1
17,68,3708
17,69,4472
17,70,42
17,71,29
17,72,3874
17,73,2101
17,74,12
17,75,925
17,76,15
17,77,14211
17,78,2440
17,79,5059
17,80,2193
17,81,769
17,82,10096
17,83,1451
17,84,5446
17,85,5253
17,86,273
17,87,639
17,88,2417
17,89,605
17,90,725
17,91,5
17,92,6851
17,93,1543
17,94,19
17,95,136
17,96,3
17,97,2606
17,98,2
17,99,2619
17,100,8263
17,101,465
17,102,1843
17,103,12053
17,104,1837
17,105,1237
17,106,10308
17,107,1721
17,108,175
17,109,556
17,110,41
17,111,226
17,112,16534
17,113,410
17,114,1493
17,115,943
17,116,307
17,117,5282
17,118,1948
17,119,5
17,120,1890
17,121,25835
17,122,198
17,123,2326
17,124,614
17,125,162
17,126,3114
17,127,51
18,0,4818
18,1,2783
18,2,1
18,3,732
18,4,678
18,5,0
18,6,7372
18,7,1084
18,8,402
18,9,455
18,10,11849
18,11,517
18,12,632
18,13,8069
18,14,9880
18,15,6
18,16,138
18,17,2868
18,18,2891
18,19,445
18,20,2019
18,21,7
18,22,22028
18,23,22104
18,24,3175
18,25,557
18,26,2083
18,27,57
18,28,204
18,29,68
18,30,307
18,31,3
18,32,133
18,33,1080
18,34,5544
18,35,637
18,36,1305
18,37,27
18,38,1633
18,39,5224
18,40,4
18,41,5063
18,42,2482
18,43,98
18,44,1257
18,45,0
18,46,488
18,47,456
18,48,188
18,49,79
18,50,10
18,51,13
18,52,8552
18,53,54
18,54,24193
18,55,1459
18,56,10286
18,57,5
18,58,7082
18,59,5
18,60,1
18,61,1347
18,62,6482
18,63,12856
18,64,3560
18,65,2496
18,66,171
18,67,67
18,68,99
18,69,11
18,70,933
18,71,888
18,72,681
18,73,2
18,74,161
18,75,3615
18,76,93
18,77,2525
18,78,878
18,79,1408
18,80,7
18,81,594
18,82,3
18,83,1576
18,84,348
18,85,8369
18,86,3478
18,87,7867
18,88,1631
18,89,23443
18,90,106
18,91,3
18,92,48
18,93,9308
18,94,552
18,95,7
18,96,5016
18,97,6008
18,98,351
18,99,1176
18,100,18946
18,101,3611
18,102,7
18,103,5688
18,104,7778
18,105,4686
18,106,1
18,107,2655
18,108,33
18,109,14687
18,110,4364
18,111,65
18,112,46
18,113,8
18,114,181
18,115,5295
18,116,1562
18,117,27
18,118,963
18,119,4326
18,120,249
18,121,26
18,122,2695
18,123,930
18,124,1415
18,125,11228
18,126,648
18,127,7342
19,0,4
19,1,24782
19,2,3463
19,3,2359
19,4,7482
19,5,20854
19,6,57
19,7,1483
19,8,3550
19,9,941
19,10,278
19,11,2499
19,12,352
19,13,20315
19,14,23
19,15,20
19,16,6
19,17,5926
19,18,968
19,19,565
19,20,1713
19,21,1945
19,22,53
19,23,1
19,24,3076
19,25,1504
19,26,7087
19,27,1398
19,28,305
19,29,1574
19,30,358
19,31,1854
19,32,3875
19,33,10645
19,34,1925
19,35,6
19,36,404
19,37,7
19,38,466
19,39,1410
19,40,7201
19,41,44
19,42,1
19,43,1930
19,44,9057
19,45,3274
19,46,707
19,47,4434
19,48,23831
19,49,4801
19,50,2425
19,51,3321
19,52,869
19,53,20215
19,54,5
19,55,0
19,56,2474
19,57,3
19,58,5024
19,59,4714
19,60,675
19,61,1761
19,62,2464
19,63,1114
19,64,54
19,65,7
19,66,487
19,67,241
19,68,113
19,69,71
19,70,862
19,71,7
19,72,4426
19,73,6018
19,74,9659
19,75,3683
19,76,4272
19,77,2
19,78,18
19,79,1163
19,80,3
19,81,537
19,82,7723
19,83,5177
19,84,147
19,85,34
19,86,876
19,87,3592
19,88,5399
19,89,4652
19,90,1
19,91,5530
19,92,125
19,93,1614
19,94,1214
19,95,3915
19,96,18
19,97,4
19,98,1657
19,99,337
19,100,25488
19,101,1097
19,102,0
19,103,197
19,104,48
19,105,99
19,106,9194
19,107,17
19,108,24481
19,109,1090
19,110,2401
19,111,1841
19,112,3845
19,113,252
19,114,14
19,115,270
19,116,1560
19,117,4
19,118,136
19,119,101
19,120,1
19,121,204
19,122,2
19,123,5135
19,124,1971
19,125,542
19,126,3
19,127,3708
20,0,220
20,1,0
20,2,2467
20,3,489
20,4,3451
20,5,3256
20,6,881
20,7,1
20,8,6126
20,9,387
20,10,236
20,11,125
20,12,1
20,13,485
20,14,2285
20,15,1114
20,16,2591
20,17,6446
20,18,1319
20,19,2658
20,20,470
20,21,7889
20,22,5882
20,23,1839
20,24,2166
20,25,3556
20,26,257
20,27,2795
20,28,3791
20,29,0
20,30,2520
20,31,13
20,32,12434
20,33,3404
20,34,4
20,35,8183
20,36,2412
20,37,1990
20,38,5571
20,39,3016
20,40,524
20,41,991
20,42,5
20,43,301
20,44,25782
20,45,3490
20,46,437
20,47,22426
20,48,126
20,49,0
20,50,486
20,51,1168
20,52,26
20,53,6083
20,54,4030
20,55,4716
20,56,12653
20,57,3285
20,58,96
20,59,9
20,60,4
20,61,10653
20,62,596
20,63,0
20,64,3303
20,65,3234
20,66,1867
20,67,646
20,68,2734
20,69,282
20,70,6413
20,71,2
20,72,6129
20,73,0
20,74,2279
20,75,36
20,76,4196
20,77,3335
20,78,1318
20,79,3047
20,80,2572
20,81,16
20,82,1244
20,83,1141
20,84,4827
20,85,76
20,86,5803
20,87,4721
20,88,158
20,89,344
20,90,17264
20,91,601
20,92,815
20,93,3
20,94,5291
20,95,6783
20,96,103
20,97,4
20,98,609
20,99,3981
20,100,14317
20,101,2382
20,102,2546
20,103,1894
20,104,3906
20,105,6123
20,106,4485
20,107,5
20,108,19081
20,109,498
20,110,410
20,111,172
20,112,0
20,113,161
20,114,2604
20,115,1412
20,116,1930
20,117,798
20,118,143
20,119,3
20,120,12
20,121,4641
20,122,15422
20,123,3427
20,124,3854
20,125,1105
20,126,74
20,127,6017
21,0,9881
21,1,5908
21,2,4681
21,3,1
21,4,12
21,5,11197
21,6,341
21,7,10322
21,8,308
21,9,5214
21,10,822
21,11,110
21,12,108
21,13,294
21,14,232
21,15,20
21,16,35
21,17,16945
21,18,3
21,19,79
21,20,104
21,21,153
21,22,4085
21,23,485
21,24,4500
21,25,1986
21,26,499
21,27,8
21,28,3710
21,29,0
21,30,3
21,31,93
21,32,3273
21,33,3982
21,34,272
21,35,11582
21,36,3
21,37,13238
21,38,322
21,39,115
21,40,1683
21,41,2207
21,42,5
21,43,4772
21,44,179
21,45,1241
21,46,171
21,47,666
21,48,5721
21,49,4699
21,50,1770
21,51,876
21,52,5048
21,53,474
21,54,4
21,55,2433
21,56,1442
21,57,98
21,58,132
21,59,23
21,60,8298
21,61,76
21,62,4582
21,63,43
21,64,110
21,65,4282
21,66,7094
21,67,778
21,68,5843
21,69,1628
21,70,514
21,71,10546
21,72,7
21,73,29
21,74,232
21,75,103
21,76,25481
21,77,64
21,78,235
21,79,3789
21,80,13467
21,81,1844
21,82,6626
21,83,2768
21,84,615
21,85,2738
21,86,8487
21,87,1040
21,88,4
21,89,3122
21,90,697
21,91,472
21,92,1675
21,93,2
21,94,5212
21,95,14
21,96,5795
21,97,18279
21,98,2234
21,99,18432
21,100,5498
21,101,1
21,102,10472
21,103,4931
21,104,1036
21,105,6367
21,106,1438
21,107,221
21,108,994
21,109,205
21,110,4942
21,111,13079
21,112,2146
21,113,4667
21,114,743
21,115,54
21,116,3024
21,117,824
21,118,838
21,119,0
21,120,0
21,121,2
21,122,4343
21,123,388
21,124,691
21,125,4520
21,126,6
21,127,5959
22,0,105
22,1,60
22,2,1906
22,3,1318
22,4,5104
22,5,192
22,6,357
22,7,1348
22,8,20
22,9,3111
22,10,3440
22,11,1
22,12,1317
22,13,3065
22,14,4389
22,15,1032
22,16,5840
22,17,2
22,18,28952
22,19,3347
22,20,118
22,21,120
22,22,143
22,23,2447
22,24,1
22,25,23449
22,26,3403
22,27,4499
22,28,17
22,29,149
22,30,7226
22,31,1435
22,32,156
22,33,1899
22,34,301
22,35,4357
22,36,1511
22,37,30
22,38,140
22,39,2666
22,40,10017
22,41,2575
22,42,147
22,43,2104
22,44,0
22,45,1812
22,46,190
22,47,877
22,48,204
22,49,3
22,50,11317
22,51,1001
22,52,7969
22,53,16
22,54,97
22,55,4303
22,56,3386
22,57,3373
22,58,1291
22,59,117
22,60,999
22,61,4969
22,62,5128
22,63,2527
22,64,6046
22,65,146
22,66,1036
22,67,102
22,68,3936
22,69,15053
22,70,3277
22,71,3513
22,72,60
22,73,4481
22,74,1841
22,75,1770
22,76,18937
22,77,144
22,78,3195
22,79,0
22,80,2423
22,81,219
22,82,8697
22,83,2432
22,84,197
22,85,12792
22,86,404
22,87,1436
22,88,3745
22,89,31
22,90,1866
22,91,8819
22,92,686
22,93,0
22,94,13918
22,95,7066
22,96,1620
22,97,1724
22,98,7591
22,99,8177
22,100,265
22,101,358
22,102,93
22,103,5707
22,104,2
22,105,5057
22,106,0
22,107,6397
22,108,5268
22,109,2559
22,110,4365
22,111,103
22,112,955
22,113,4608
22,114,179
22,115,11
22,116,976
22,117,95
22,118,454
22,119,3545
22,120,6798
22,121,184
22,122,270
22,123,4020
22,124,7045
22,125,3
22,126,2719
22,127,405
23,0,2552
23,1,2831
23,2,57
23,3,4260
23,4,1099
23,5,890
23,6,42
23,7,3985
23,8,4108
23,9,903
23,10,5
23,11,3265
23,12,2766
23,13,4574
23,14,588
23,15,83
23,16,6248
23,17,82
23,18,6641
23,19,29
23,20,4991
23,21,3536
23,22,3848
23,23,4386
23,24,5064
23,25,6317
23,26,3546
23,27,29
23,28,1041
23,29,7251
23,30,5955
23,31,287
23,32,286
23,33,2390
23,34,0
23,35,0
23,36,342
23,37,188
23,38,200
23,39,348
23,40,1167
23,41,7895
23,42,4931
23,43,10417
23,44,0
23,45,6446
23,46,11856
23,47,2758
23,48,1255
23,49,5005
23,50,5394
23,51,48
23,52,3310
23,53,3110
23,54,3779
23,55,4994
23,56,4188
23,57,0
23,58,6080
23,59,7985
23,60,11112
23,61,5379
23,62,225
23,63,1207
23,64,401
23,65,256
23,66,10
23,67,2432
23,68,2277
23,69,7010
23,70,48
23,71,4012
23,72,3873
23,73,5548
23,74,21
23,75,244
23,76,130
23,77,46
23,78,2973
23,79,6086
23,80,93
23,81,1710
23,82,156
23,83,161
23,84,183
23,85,13450
23,86,5652
23,87,2112
23,88,3
23,89,3243
23,90,5103
23,91,0
23,92,4736
23,93,0
23,94,8441
23,95,4622
23,96,6458
23,97,8665
23,98,4531
23,99,9971
23,100,7479
23,101,2496
23,102,1581
23,103,1836
23,104,65
23,105,12541
23,106,1
23,107,2802
23,108,80
23,109,2608
23,110,49
23,111,3664
23,112,2
23,113,26
23,114,887
23,115,21886
23,116,6060
23,117,70
23,118,12
23,119,1
23,120,501
23,121,788
23,122,4635
23,123,1
23,124,294
23,125,4070
23,126,570
24,0,5267
24,1,10
24,2,21420
24,3,5
24,4,8831
24,5,1
24,6,1278
24,7,1432
24,8,3613
24,9,2316
24,10,103
24,11,121
24,12,2024
24,13,0
24,14,9593
24,15,5029
24,16,661
24,17,101
24,18,537
24,19,64
24,20,278
24,21,4025
24,22,1533
24,23,1641
24,24,2076
24,25,4694
24,26,4139
24,27,6183
24,28,115
24,29,21
24,30,4650
24,31,6
24,32,8024
24,33,83
24,34,35740
24,35,1942
24,36,4965
24,37,290
24,38,5966
24,39,295
24,40,3429
24,41,536
24,42,7115
24,43,3766
24,44,131
24,45,61
24,46,20665
24,47,173
24,48,0
24,49,188
24,50,406
24,51,87
24,52,5357
24,53,6240
24,54,641
24,55,34
24,56,2647
24,57,212
24,58,4179
24,59,154
24,60,480
24,61,13295
24,62,60
24,63,4097
24,64,5817
24,65,7513
24,66,2107
24,67,2893
24,68,4358
24,69,5485
24,70,153
24,71,2336
24,72,5
24,73,11274
24,74,1915
24,75,9781
24,76,2092
24,77,218
24,78,185
24,79,2886
24,80,5793
24,81,17
24,82,7
24,83,217
24,84,0
24,85,1620
24,86,2
24,87,11918
24,88,0
24,89,956
24,90,4807
24,91,222
24,92,2077
24,93,553
24,94,907
24,95,2122
24,96,4026
24,97,1342
24,98,7
24,99,5298
24,100,4185
24,101,1361
24,102,4133
24,103,5236
24,104,0
24,105,960
24,106,69
24,107,2849
24,108,272
24,109,42
24,110,211
24,111,643
24,112,3156
24,113,398
24,114,4094
24,115,4756
24,116,576
24,117,3867
24,118,4364
24,119,23
24,120,3155
24,121,7504
24,122,136
24,123,2697
24,124,2029
24,125,503
24,126,1499
24,127,10564
25,0,2497
25,1,689
25,2,7716
25,3,0
25,4,4635
25,5,8
25,6,5168
25,7,90
25,8,3378
25,9,2
25,10,14722
25,11,89
25,12,2711
25,13,638
25,14,2
25,15,5181
25,16,2327
25,17,101
25,18,4199
25,19,1528
25,20,2146
25,21,2533
25,22,0
25,23,1218
25,24,5162
25,25,543
25,26,4147
25,27,43
25,28,5081
25,29,1225
25,30,38
25,31,707
25,32,1028
25,33,1327
25,34,203
25,35,308
25,36,3566
25,37,47
25,38,1716
25,39,35
25,40,13866
25,41,4883
25,42,695
25,43,134
25,44,5129
25,45,8138
25,46,0
25,47,9066
25,48,1
25,49,2719
25,50,2
25,51,1016
25,52,1357
25,53,21
25,54,2
25,55,5446
25,56,134
25,57,6604
25,58,4907
25,59,1188
25,60,292
25,61,5524
25,62,6979
25,63,793
25,64,0
25,65,3620
25,66,6182
25,67,2999
25,68,983
25,69,0
25,70,3
25,71,4247
25,72,7
25,73,2608
25,74,242
25,75,5282
25,76,3095
25,77,1026
25,78,8811
25,79,6860
25,80,1980
25,81,2559
25,82,8159
25,83,2229
25,84,358
25,85,377
25,86,177
25,87,1417
25,88,32
25,89,2815
25,90,4
25,91,12165
25,92,7544
25,93,3790
25,94,1
25,95,4231
25,96,0
25,97,109
25,98,3930
25,99,2329
25,100,7
25,101,13444
25,102,5923
25,103,5073
25,104,9839
25,105,1589
25,106,28546
25,107,3238
25,108,83
25,109,7188
25,110,143
25,111,11
25,112,10579
25,113,4773
25,114,0
25,115,2484
25,116,102
25,117,4110
25,118,2816
25,119,125
25,120,5436
25,121,4188
25,122,41
25,123,7410
25,124,1385
25,125,1282
25,126,158
25,127,7422
26,0,18
26,1,2279
26,2,43
26,3,27022
26,4,5996
26,5,39
26,6,1979
26,7,3625
26,8,3513
26,9,145
26,10,3094
26,11,416
26,12,421
26,13,0
26,14,3353
26,15,8115
26,16,6581
26,17,4700
26,18,5118
26,19,94
26,20,4118
26,21,767
26,22,6750
26,23,22208
26,24,248
26,25,1
26,26,945
26,27,256
26,28,4350
26,29,210
26,30,511
26,31,207
26,32,2975
26,33,3190
26,34,8700
26,35,58
26,36,158
26,37,351
26,38,12175
26,39,4609
26,40,1312
26,41,3
26,42,1891
26,43,0
26,44,14297
26,45,96
26,46,36
26,47,2386
26,48,5041
26,49,879
26,50,247
26,51,5318
26,52,4
26,53,13954
26,54,66
26,55,18049
26,56,0
26,57,14874
26,58,677
26,59,425
26,60,6938
26,61,344
26,62,3795
26,63,719
26,64,4092
26,65,4
26,66,1648
26,67,2976
26,68,7056
26,69,9366
26,70,99
26,71,7049
26,72,393
26,73,3102
26,74,328
26,75,457
26,76,9650
26,77,95
26,78,155
26,79,2532
26,80,2694
26,81,788
26,82,3577
26,83,2352
26,84,3146
26,85,1457
26,86,4195
26,87,755
26,88,62
26,89,599
26,90,852
26,91,23
26,92,5626
26,93,549
26,94,431
26,95,7492
26,96,267
26,97,47
26,98,2499
26,99,2433
26,100,4036
26,101,8130
26,102,1843
26,103,112
26,104,24
26,105,3923
26,106,0
26,107,209
26,108,11158
26,109,2258
26,110,8679
26,111,3983
26,112,9
26,113,7
26,114,26
26,115,10741
26,116,102
26,117,558
26,118,12
26,119,3024
26,120,7
26,121,515
26,122,5
26,123,6
26,124,20
26,125,2746
26,126,1548
27,0,5393
27,1,8312
27,2,1241
27,3,12173
27,4,645
27,5,86
27,6,13241
27,7,12109
27,8,3798
27,9,1239
27,10,216
27,11,458
27,12,63
27,13,20
27,14,58
27,15,300
27,16,16100
27,17,31219
27,18,243
27,19,188
27,20,5444
27,21,15
27,22,0
27,23,3689
27,24,177
27,25,4171
27,26,133
27,27,244
27,28,1561
27,29,3840
27,30,5542
27,31,315
27,32,14851
27,33,1255
27,34,7460
27,35,4266
27,36,73
27,37,3861
27,38,44
27,39,109
27,40,20285
27,41,3013
27,42,2
27,43,5
27,44,102
27,45,3930
27,46,137
27,47,9
27,48,99
27,49,3566
27,50,2666
27,51,4146
27,52,3498
27,53,4
27,54,3308
27,55,3294
27,56,1831
27,57,4659
27,58,2279
27,59,2074
27,60,2367
27,61,1696
27,62,1
27,63,94
27,64,316
27,65,0
27,66,22
27,67,1
27,68,1540
27,69,7407
27,70,4154
27,71,5496
27,72,3892
27,73,170
27,74,6
27,75,1224
27,76,690
27,77,7852
27,78,1744
27,79,107
27,80,2103
27,81,12
27,82,9129
27,83,1729
27,84,155
27,85,4517
27,86,1272
27,87,5386
27,88,75
27,89,12563
27,90,1377
27,91,4442
27,92,0
27,93,614
27,94,4637
27,95,4533
27,96,2136
27,97,0
27,98,8906
27,99,409
27,100,8098
27,101,4515
27,102,904
27,103,1064
27,104,245
27,105,0
27,106,3216
27,107,681
27,108,0
27,109,230
27,110,756
27,111,28
27,112,30
27,113,10
27,114,96
27,115,234
27,116,9645
27,117,915
27,118,8
27,119,2359
27,120,5500
27,121,12692
27,122,214
27,123,171
27,124,0
27,125,3207
27,126,7003
27,127,5562
28,0,3763
28,1,2817
28,2,1
28,3,2
28,4,1977
28,5,722
28,6,651
28,7,1631
28,8,4034
28,9,777
28,10,1087
28,11,5577
28,12,1063
28,13,5614
28,14,36833
28,15,1918
28,16,17752
28,17,117
28,18,913
28,19,125
28,20,3322
28,21,3
28,22,2861
28,23,947
28,24,1430
28,25,1353
28,26,8657
28,27,1294
28,28,1284
28,29,4170
28,30,25062
28,31,1
28,32,312
28,33,1539
28,34,156
28,35,5178
28,36,62
28,37,5251
28,38,0
28,39,4396
28,40,2559
28,41,16
28,42,730
28,43,5066
28,44,7435
28,45,2067
28,46,372
28,47,6
28,48,4765
28,49,323
28,50,4040
28,51,3907
28,52,3815
28,53,335
28,54,2955
28,55,2012
28,56,395
28,57,821
28,58,84
28,59,9
28,60,2554
28,61,0
28,62,958
28,63,69
28,64,102
28,65,2158
28,66,3
28,67,9
28,68,110
28,69,23
28,70,181
28,71,23
28,72,86
28,73,2122
28,74,1645
28,75,8494
28,76,1011
28,77,4640
28,78,8759
28,79,7773
28,80,11337
28,81,4397
28,82,2102
28,83,3641
28,84,273
28,85,148
28,86,39
28,87,56
28,88,139
28,89,4129
28,90,5775
28,91,260
28,92,121
28,93,3498
28,94,4105
28,95,0
28,96,232
28,97,1432
28,98,93
28,99,954
28,100,3365
28,101,11509
28,102,13233
28,103,2034
28,104,13
28,105,7808
28,106,1133
28,107,6
28,108,7327
28,109,1381
28,110,5169
28,111,1245
28,112,2853
28,113,807
28,114,11875
28,115,3874
28,116,33
28,117,4040
28,118,3
28,119,4231
28,120,1
28,121,4192
28,122,61
28,123,4011
28,124,4159
28,125,25
28,126,125
28,127,18888
29,0,5747
29,1,14736
29,2,5924
29,3,932
29,4,395
29,5,6077
29,6,4581
29,7,3530
29,8,2
29,9,14394
29,10,18
29,11,4108
29,12,306
29,13,1027
29,14,4887
29,15,4276
29,16,114
29,17,6618
29,18,5835
29,19,4372
29,20,4453
29,21,3833
29,22,645
29,23,97
29,24,131
29,25,68
29,26,1507
29,27,505
29,28,5
29,29,190
29,30,3483
29,31,3
29,32,5
29,33,133
29,34,606
29,35,4745
29,36,11517
29,37,4297
29,38,223
29,39,994
29,40,129
29,41,692
29,42,3776
29,43,1
29,44,2223
29,45,6173
29,46,3462
29,47,463
29,48,1565
29,49,1670
29,50,3714
29,51,550
29,52,1989
29,53,3977
29,54,2245
29,55,4202
29,56,0
29,57,4213
29,58,508
29,59,1098
29,60,2
29,61,5412
29,62,15994
29,63,3228
29,64,5014
29,65,6523
29,66,8621
29,67,0
29,68,3620
29,69,3150
29,70,0
29,71,20
29,72,3016
29,73,3876
29,74,84
29,75,1066
29,76,3
29,77,14292
29,78,1605
29,79,7041
29,80,5398
29,81,2133
29,82,13774
29,83,1460
29,84,4902
29,85,3503
29,86,190
29,87,855
29,88,3869
29,89,530
29,90,1277
29,91,1
29,92,7718
29,93,1548
29,94,29
29,95,36
29,96,3
29,97,2487
29,98,1
29,99,3677
29,100,8028
29,101,462
29,102,1493
29,103,9268
29,104,1559
29,105,1298
29,106,7396
29,107,1617
29,108,321
29,109,367
29,110,34
29,111,61
29,112,12291
29,113,89
29,114,1405
29,115,1195
29,116,494
29,117,4250
29,118,2357
29,119,1
29,120,2004
29,121,26025
29,122,2734
29,123,1467
29,124,549
29,125,177
29,126,2335
29,127,12
30,0,6180
30,1,4690
30,2,0
30,3,850
30,4,704
30,5,2
30,6,5966
30,7,856
30,8,14
30,9,268
30,10,9946
30,11,765
30,12,1905
30,13,1908
30,14,12338
30,15,7
30,16,111
30,17,3540
30,18,1696
30,19,595
30,20,4216
30,21,4
30,22,23004
30,23,19641
30,24,4277
30,25,923
30,26,2879
30,27,501
30,28,204
30,29,74
30,30,451
30,31,3
30,32,30
30,33,1552
30,34,3343
30,35,1130
30,36,469
30,37,61
30,38,1577
30,39,5986
30,40,2
30,41,5023
30,42,1239
30,43,79
30,44,1557
30,45,0
30,46,783
30,47,260
30,48,72
30,49,103
30,50,4
30,51,12
30,52,4982
30,53,253
30,54,23151
30,55,2040
30,56,8957
30,57,7
30,58,6196
30,59,16
30,60,0
30,61,1293
30,62,7567
30,63,12720
30,64,3134
30,65,1826
30,66,146
30,67,115
30,68,8
30,69,9
30,70,1070
30,71,432
30,72,1099
30,73,7
30,74,790
30,75,3320
30,76,61
30,77,2919
30,78,1688
30,79,606
30,80,16
30,81,630
30,82,4
30,83,3429
30,84,383
30,85,7288
30,86,3283
30,87,10161
30,88,2118
30,89,18505
30,90,108
30,91,29
30,92,87
30,93,8943
30,94,1052
30,95,11
30,96,6333
30,97,4149
30,98,51
30,99,1470
30,100,17782
30,101,5035
30,102,6
30,103,4488
30,104,7826
30,105,4576
30,106,1
30,107,2890
30,108,148
30,109,16415
30,110,3760
30,111,45
30,112,515
30,113,14
30,114,350
30,115,6272
30,116,2607
30,117,47
30,118,8121
30,119,4232
30,120,128
30,121,41
30,122,3883
30,123,1285
30,124,1625
30,125,7893
30,126,1196
30,127,7773
31,0,5
31,1,24285
31,2,3901
31,3,1363
31,4,7365
31,5,19813
31,6,109
31,7,1434
31,8,3413
31,9,885
31,10,417
31,11,2772
31,12,597
31,13,21332
31,14,33
31,15,20
31,16,4
31,17,6616
31,18,1861
31,19,812
31,20,1703
31,21,2843
31,22,96
31,23,2
31,24,1419
31,25,881
31,26,7217
31,27,2594
31,28,200
31,29,1742
31,30,444
31,31,1998
31,32,4293
31,33,12066
31,34,2370
31,35,12
31,36,478
31,37,4
31,38,578
31,39,1297
31,40,6076
31,41,15
31,42,2
31,43,1516
31,44,12089
31,45,2878
31,46,648
31,47,3932
31,48,18570
31,49,3964
31,50,1706
31,51,3802
31,52,635
31,53,17850
31,54,3
31,55,2
31,56,6246
31,57,1
31,58,6446
31,59,3629
31,60,637
31,61,2907
31,62,2539
31,63,2441
31,64,117
31,65,7
31,66,937
31,67,724
31,68,127
31,69,132
31,70,1507
31,71,116
31,72,2253
31,73,6752
31,74,10543
31,75,5556
31,76,3938
31,77,0
31,78,13
31,79,646
31,80,4
31,81,840
31,82,8848
31,83,6453
31,84,123
31,85,89
31,86,1382
31,87,600
31,88,4593
31,89,4572
31,90,4
31,91,6439
31,92,83
31,93,1227
31,94,1507
31,95,1773
31,96,39
31,97,5
31,98,1837
31,99,434
31,100,20865
31,101,1337
31,102,0
31,103,450
31,104,55
31,105,6
31,106,9620
31,107,23
31,108,22971
31,109,1364
31,110,2505
31,111,3137
31,112,3922
31,113,80
31,114,17
31,115,332
31,116,1408
31,117,9
31,118,162
31,119,36
31,120,2
31,121,30
31,122,2
31,123,4320
31,124,3506
31,125,772
31,126,13
31,127,4244
32,0,113
32,1,0
32,2,2350
32,3,416
32,4,4041
32,5,1398
32,6,1449
32,7,1
32,8,5408
32,9,2843
32,10,152
32,11,156
32,12,0
32,13,758
32,14,2287
32,15,1612
32,16,2710
32,17,7312
32,18,1005
32,19,2913
32,20,6577
32,21,8478
32,22,6976
32,23,2004
32,24,3468
32,25,3723
32,26,235
32,27,3766
32,28,3625
32,29,10
32,30,3081
32,31,3
32,32,15666
32,33,3241
32,34,1
32,35,12505
32,36,1487
32,37,2035
32,38,4436
32,39,1403
32,40,276
32,41,1084
32,42,102
32,43,735
32,44,20718
32,45,2602
32,46,740
32,47,21143
32,48,90
32,49,2
32,50,790
32,51,732
32,52,58
32,53,8368
32,54,4424
32,55,6921
32,56,13614
32,57,2920
32,58,1
32,59,10
32,60,3
32,61,9742
32,62,673
32,63,77
32,64,2565
32,65,3813
32,66,2178
32,67,298
32,68,3499
32,69,297
32,70,5390
32,71,5
32,72,4819
32,73,0
32,74,1749
32,75,33
32,76,4050
32,77,4724
32,78,1714
32,79,4043
32,80,2538
32,81,21
32,82,3827
32,83,1345
32,84,3055
32,85,63
32,86,6110
32,87,5260
32,88,96
32,89,378
32,90,10861
32,91,385
32,92,1236
32,93,6
32,94,3943
32,95,5977
32,96,103
32,97,8
32,98,1161
32,99,3591
32,100,15528
32,101,2550
32,102,2500
32,103,1905
32,104,2709
32,105,5980
32,106,3873
32,107,19
32,108,16351
32,109,1638
32,110,664
32,111,453
32,112,0
32,113,151
32,114,3057
32,115,841
32,116,935
32,117,458
32,118,116
32,119,96
32,120,0
32,121,4092
32,122,13610
32,123,3587
32,124,1287
32,125,1855
32,126,185
32,127,4166
33,0,7357
33,1,4491
33,2,4394
33,3,0
33,4,92
33,5,10217
33,6,431
33,7,10548
33,8,247
33,9,3856
33,10,839
33,11,39
33,12,106
33,13,736
33,14,260
33,15,30
33,16,322
33,17,16586
33,18,9
33,19,113
33,20,12
33,21,83
33,22,4640
33,23,520
33,24,3802
33,25,1497
33,26,479
33,27,4
33,28,4724
33,29,0
33,30,3
33,31,366
33,32,6659
33,33,3828
33,34,267
33,35,10778
33,36,4
33,37,12687
